"ERNv","HostSpecies","VirusType","PathogenSpecies","Virus","HostStageInfected","HostTissueInfected","FieldOrLab","Country","IntermediateHost","CreationDate","ModificationDate","ProvinceA","PathogenValue","Group","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
444,"Orthosia incerta","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",988011,"Orthosia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
445,"Panolis flammea","DNA virus","Baculoviridae","Panolis flammea NPV  (PfMNPV)","","","","","",1996-01-08,1999-02-12,"","","Virus",988141,"Panolis","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
446,"Panthea portlandia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
447,"Paradiarsia glareosa","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
448,"Peridroma saucia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",244290,"Peridroma","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
449,"Phlogophora meticulosa","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",875884,"Phlogophora","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
450,"Phlogophora meticulosa","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",875884,"Phlogophora","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
451,"Plusia argentifera","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
452,"Diachrysia balluca","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",689076,"Diachrysia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
453,"Spodoptera litosia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
454,"Spodoptera terricola","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
455,"Pseudoplusia includens","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",689277,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
456,"Rachiplusia nu","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",708043,"Rachiplusia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
457,"Rachiplusia ou","DNA virus","Baculoviridae","Rachiplusia ou NPV  (RoMNPV)","","","","","",1996-01-08,1999-02-12,"","","Virus",708044,"Rachiplusia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
458,"Scoliopteryx libatrix","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",132600,"Scoliopteryx","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
459,"Scoliopteryx libatrix","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",132600,"Scoliopteryx","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
460,"Spodoptera exempta","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",134406,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
461,"Spodoptera exempta","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",134406,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
462,"Spodoptera exigua","DNA virus","Baculoviridae","NPV","","","Field","Japan, Thailand, China","",1996-01-08,1999-02-12,"","","Virus",7107,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
463,"Spodoptera exigua","RNA virus","Reoviridae","CPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",7107,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
464,"Spodoptera frugiperda","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",7108,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
465,"Spodoptera frugiperda","DNA virus","Baculoviridae","Spodoptera frugiperda NPV  (SfMNPV)","","","","","",1996-01-08,1999-02-12,"","","Virus",7108,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
466,"Spodoptera littoralis","DNA virus","Baculoviridae","Spodoptera littoralis NPV  (SlMNPV)","","","","","",1996-01-08,1999-02-12,"","","Virus",7109,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
467,"Spodoptera litura","RNA virus","Reoviridae","CPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",69820,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
468,"Spodoptera litura","DNA virus","Iridoviridae","IV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",69820,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
469,"Spodoptera litura","DNA virus","Baculoviridae","NPV","","","Field","Japan, New Zealand","",1996-01-08,1999-02-12,"","","Virus",69820,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
470,"Spodoptera mauritia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",134409,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
471,"Spodoptera mauritia acronyctoides","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",134409,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
472,"Spodoptera ornithogalli","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",42029,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
473,"Spodoptera praefica","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",134414,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
474,"Spodoptera sp.","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",7106,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
475,"Syngrapha selecta","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",685391,"Syngrapha","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
476,"Tiracola plagiata","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",1346269,"Tiracola","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
477,"Trichoplusia ni","RNA virus","Reoviridae","CPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
478,"Trichoplusia ni","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
479,"Trichoplusia ni","DNA virus","Baculoviridae","Trichoplusia ni NPV","","","Field","Japan, Canada","",1996-01-08,1999-02-12,"ON","Useful control agent","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
480,"Xestia c-nigrum","RNA virus","Reoviridae","CPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",987431,"Xestia","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
481,"Xestia c-nigrum","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",987431,"Xestia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
482,"Xylena curvimacula","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",214385,"Xylena","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
483,"Xylomyges conspicillaris","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
484,"Cerura hermelina","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
485,"Cerura vinula","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",987900,"Cerura","Notodontidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
486,"Ptilodon capucina","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",987449,"Ptilodon","Notodontidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
487,"Nadata gibbosa","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",214255,"Nadata","Notodontidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
488,"Phalera bucephala","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",753216,"Phalera","Notodontidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
489,"Phalera bucephala","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",753216,"Phalera","Notodontidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
490,"Schizura concinna","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",688603,"Schizura","Notodontidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
491,"Semidonta biloba","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",1502210,"Semidonta","Notodontidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
492,"Aglais urticae","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",111881,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
493,"Aglais urticae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",111881,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
494,"Agraulis vanillae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",2795540,"Dione","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
495,"Araschnia levana","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171575,"Araschnia","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
496,"Argynnis paphia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171802,"Argynnis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
497,"Argyreus hyperbius","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",405014,"Argynnis","Nymphalidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
498,"Asterocampa celtis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",439696,"Asterocampa","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
499,"Boloria dia","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",596532,"Boloria","Nymphalidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
500,"Hestina japonica","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",642995,"Hestina","Nymphalidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
501,"Inachis io","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",171585,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
502,"Inachis io","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171585,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
503,"Inachis io","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171585,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
504,"Junonia coenia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",39708,"Junonia","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
505,"Melitaea didyma","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",104515,"Melitaea","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
506,"Nymphalis antiopa","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171592,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
507,"Nymphalis antiopa","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171592,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
508,"Nymphalis polychloros","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171594,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
509,"Polygonia c-album","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",929971,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
510,"Polygonia c-album","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",929971,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
511,"Polygonia satyrus","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",171602,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
512,"Vanessa atalanta","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",42275,"Vanessa","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
513,"Vanessa prorsa","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
514,"Cryptophlebia leucotreta","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",463830,"Thaumatotibia","Tortricidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
515,"Eucosma ancyrota","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
516,"Rhyacionia duplana","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",1870290,"Rhyacionia","Tortricidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
517,"Graphium sarpedon","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",76205,"Graphium","Papilionidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
518,"Luehdorfia japonica","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",76208,"Luehdorfia","Papilionidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
519,"Papilio machaon","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",76193,"Papilio","Papilionidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
520,"Papilio machaon hippocrates","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",76193,"Papilio","Papilionidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
521,"Papilio podalirius","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
522,"Aporia crataegi","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",129397,"Aporia","Pieridae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1357,"Aporia crataegi","DNA virus","Baculoviridae","NPV","Larva","Hypodermis, fat body, tracheal matrix, hemocytes","Field","China, USSR","",1996-01-08,1999-02-12,"","","Virus",129397,"Aporia","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
523,"Catopsilia pomona","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",320267,"Catopsilia","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
524,"Colias electo","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",447136,"Colias","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
525,"Colias eurytheme","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",42296,"Colias","Pieridae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
526,"Colias eurytheme","DNA virus","Baculoviridae","NPV","","","Field","USA","",1996-01-08,1999-02-12,"","","Virus",42296,"Colias","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
527,"Colias lesbia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",2049084,"Colias","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
528,"Colias philodice","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",72851,"Colias","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
529,"Euchloe cardamines","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
530,"Gonepteryx rhamni ","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",78609,"Gonepteryx","Pieridae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
