"","PathogenSpecies","Group","HighTaxon","LowTaxon","AdditionalNotes"
"1869","Malameba indica","Protozoa","Rhizopoda","Lobosea (Amoebida)",""
"1870","Gregarina proteocephala","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1871","Endamoeba sp.","Protozoa","Rhizopoda","Lobosea ","From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
"1872","Tetrahymena dimorpha","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1873","Legeria sp.","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1874","Tetrahymena sialidos","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1875","Amblyospora barbata","Protozoa","Microspora","Microsporea (Microsporida)",""
"1876","Vairimorpha mesnili","Protozoa","Microspora","Microsporea (Microsporida)",""
"1877","Systenostrema trichostegiae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1878","Pleistophora spraguei","Protozoa","Microspora","Microsporea (Microsporida)",""
"1879","Bohuslavia jungarica","Protozoa","Microspora","Microsporea (Microsporida)",""
"1880","Caudospora brevicauda","Protozoa","Microspora","Microsporea (Microsporida)",""
"1881","Amblyospora macrococcus","Protozoa","Microspora","Microsporea (Microsporida)",""
"1882","Cylindrospora fasciculata","Protozoa","Microspora","Microsporea (Microsporida)",""
"1883","Nosema couilloudi","Protozoa","Microspora","Microsporea (Microsporida)","Spelling?  couilloudi or coilloudi?"
"1884","Nosema peridromae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1885","Nosema ptinidorum","Protozoa","Microspora","Microsporea (Microsporida)",""
"1886","Orthosomella sp. ","Protozoa","Microspora","Microsporea (Microsporida)",""
"1887","Pleistophora hylobii","Protozoa","Microspora","Microsporea (Microsporida)",""
"1888","Tabanispora tabani","Protozoa","Microspora","Microsporea (Microsporida)",""
"1889","Thelohania corynoneurae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1890","Toxoglugea variabilis","Protozoa","Microspora","Microsporea (Microsporida)",""
"1891","Toxoglugea corynoneurae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1892","Toxospora volgae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1893","Unikaryon euzeti","Protozoa","Microspora","Microsporea (Microsporida)",""
"1894","Vavraia holocentropi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1895","Vairimorpha antheraeae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1896","Systenostrema corethrae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1897","Microsporidium sp. III14","Protozoa","Microspora","Microsporea (Microsporida)",""
"1898","Microsporidium sp. III13","Protozoa","Microspora","Microsporea (Microsporida)",""
"1899","Tuzetia urdae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1900","Cystosporogenes deliaradicae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1901","Nosema partelli","Protozoa","Microspora","Microsporea (Microsporida)",""
"1902","Amblyospora tetisimulii","Protozoa","Microspora","Microsporea (Microsporida)",""
"1903","Amblyospora ussovae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1904","Evlachovaia wilhelmiae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1905","Janacekia costata","Protozoa","Microspora","Microsporea (Microsporida)",""
"1906","Janacekia wilhelmiae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1907","Parapleistophora ectospora","Protozoa","Microspora","Microsporea (Microsporida)",""
"1908","Parathelohania simulii","Protozoa","Microspora","Microsporea (Microsporida)",""
"1909","Parastempellia odagmia","Protozoa","Microspora","Microsporea (Microsporida)",""
"1910","Simuliospora uzbekistanica","Protozoa","Microspora","Microsporea (Microsporida)",""
"1911","Stempellia angreni","Protozoa","Microspora","Microsporea (Microsporida)",""
"1912","Weiseria subpusilla","Protozoa","Microspora","Microsporea (Microsporida)",""
"1913","Simuliospora turgenica","Protozoa","Microspora","Microsporea (Microsporida)",""
"1914","Nephridiophaga periplanetae","Protozoa","Unknown","unknown",""
"1915","Pegmatheca lamellata ","Protozoa","Microspora","Microsporea (Microsporida)",""
"1916","Tabanispora bacillifera","Protozoa","Microspora","Microsporea (Microsporida)",""
"1917","Amblyospora aestiva","Protozoa","Microspora","Microsporea (Microsporida)",""
"1918","Amblyospora firma","Protozoa","Microspora","Microsporea (Microsporida)",""
"1919","Amblyospora ukrainica","Protozoa","Microspora","Microsporea (Microsporida)",""
"1920","Amblyospora verna","Protozoa","Microspora","Microsporea (Microsporida)",""
"1921","Amblyospora certa","Protozoa","Microspora","Microsporea (Microsporida)",""
"1922","Amblyospora rustica","Protozoa","Microspora","Microsporea (Microsporida)",""
"1923","Amblyospora media","Protozoa","Microspora","Microsporea (Microsporida)",""
"1924","Aedispora dorsalis","Protozoa","Microspora","Microsporea",""
"1925","Krishtalia pipiens","Protozoa","Microspora","Microsporea",""
"1926","Gregarina caboverdensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1927","Gregarina oxycarae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1928","Stenophora spinotarsus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1929","Unilobus alphitobii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1930","Amblyospora salinaria","Protozoa","Microspora","Microsporea (Microsporida)",""
"1931","Actinocephalus sieboldi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1932","Asterophora sp.","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1933","Sphaerocystis sp.","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1934","Stylocystis sp.","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1935","Anisolobus theodoridesi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1936","Pilosporella simulii","Protozoa","Microspora","Microsporea (Microsporida)",""
"1937","Janacekia cristula","Protozoa","Microspora","Microsporea (Microsporida)",""
"1938","Stempellia odontotermi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1939","Nosema telengae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1940","Nosema adjuncta","Protozoa","Microspora","Microsporea (Microsporida)",""
"1941","Microsporidium sp.","Protozoa","Microspora","Microsporea (Microsporida)",""
"1942","Gurleya corynoneurae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1943","Retractocephalus halticae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1944","Grebneckiella indica","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1945","Protomagalhaensia granulosae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1946","Protomagalhaensia blaberae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1947","Diplocystis sp.","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1948","Amblyospora nuratae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1949","Microsporidium lasiodermi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1950","Monocercomonoides blattae ","Protozoa","Metamonada","Oxymonadea (Oxymonadida)","Corliss places in Kingdom Archezoa, Phylum Metamonada, Class Oxymonadea, Order Oxymonadida.  According to the Zoological Record, it is a Protozoan.  Genus is not in Tanada & Kaya"
"1951","Ophryocystis n. sp.","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1952","Johenrea locustae","Protozoa","Microspora","Microsporea",""
"1953","Canningia spinidentis","Protozoa","Microspora","Microsporea",""
"1954","Crithidia bombi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1955","Cougourdella sp.","Protozoa","Microspora","Microsporea",""
"1956","Coelomomyces iliensis var. indus","Fungi","Chytridiomycetes","Blastocladiales","Could this be a synonym of Coelomomyces indus?"
"1957","Zoophthora orientalis","Fungi","Zygomycetes","Entomophthorales",""
"1958","Lagenidium culicidum","Fungi","Oomycetes","Lagenidiales",""
"1959","Entomophthora thripidum","Fungi","Zygomycetes","Entomophthorales",""
"1960","Entomophthora parvispora","Fungi","Zygomycetes","Entomophthorales",""
"1961","Entomophthora weberi","Fungi","Zygomycetes","Entomophthorales",""
"1962","Pleistophora xyloteri","Protozoa","Microspora","Microsporea",""
"1963","Nosema dryocoeti","Protozoa","Microspora","Microsporea (Microsporida)",""
"1964","Unikaryon montanum","Protozoa","Microspora","Microsporea",""
"1965","Laboulbenia diplocheilae","Fungi","Laboulbeniomycetes","Laboulbeniales",""
"1966","Spiroplasma poulsonii","Mollicutes","Spiroplasma","Spiroplasmataceae",""
"1967","Entomophthora destruens","Fungi","Zygomycetes","Entomophthorales",""
"1968","Entomophthora vomitoriae","Fungi","Zygomycetes","Entomophthorales",""
"1969","Hirsutella thompsonii var. synnematosa","Fungi","Deuteromycetes","unknown",""
"1970","Stilbella buquetti","Fungi","Deuteromycetes","unknown",""
"1971","Hirsutella fusiformis","Fungi","Deuteromycetes","unknown",""
"1972","Smittium culicis","Fungi","Zygomycetes","Harpellales",""
"1973","Smittium culisetae","Fungi","Zygomycetes","Harpellales",""
"1974","Verticillium sp. prob. lecanii","Fungi","Deuteromycetes","unknown",""
"1975","Syngliocladium sp.","Fungi","","","Humber places in Hyphomycetes.  May be a form of Cordyceps."
"1976","Eryniopsis ptychopterae","Fungi","Zygomycetes","Entomophthorales",""
"1977","Cordyceps variabilis","Fungi","Pyrenomycetes","Hypocreales","Hypocreales is not on Low taxon list, but there were 16 Cordyceps recs in EDWIP using this term as of 6/30/00."
"1978","Verticillium lamellicola","Fungi","Deuteromycetes","unknown",""
"1979","Trichoderma lignorum","Fungi","Deuteromycetes","unknown",""
"1980","Hirsutella illustris","Fungi","Deuteromycetes","Unknown",""
"1981","Conidiobolus sp. nr. coronatus","Fungi","Zygomycetes","Entomophthorales",""
"1982","Colletotrichum gloeosporioides","Fungi","","",""
"1983","Verticillium pseudohemipterigenum","Fungi","Deuteromycetes","Unknown",""
"1984","Cordycepioideus bisporus","Fungi","Pyrenomycetes","Sphaeriales",""
"1985","Mariannaea pruinosa","Fungi","","",""
"1986","Geotrichum sp.","Fungi","Hemiascomycetes","Endomycetales",""
"1987","Tolypocladium inflatum","Fungi","Deuteromycetes","unknown",""
"1988","Mariannaea sp.","Fungi","","",""
"1989","Coelomomyces dentialatus","Fungi","Chytridiomycetes","Blastocladiales",""
"1990","Coelomomyces stegomyiae var. stegomyiae","Fungi","Chytridiomycetes","Blastocladiales",""
"1991","Coelomomyces quadrangulatus var. quadrangulatus","Fungi","Chytridiomycetes","Blastocladiales",""
"1992","Coelomomyces utahensis","Fungi","Chytridiomycetes","Blastocladiales",""
"1993","Coelomomyces psorophorae var. tasmaniensis","Fungi","Chytridiomycetes","Blastocladiales",""
"1994","Coelomomyces borealis var. borealis","Fungi","Chytridiomycetes","Blastocladiales",""
"1995","Coelomomyces psorophorae var. psorophorae","Fungi","Chytridiomycetes","Blastocladiales",""
"1996","Coelomomyces borealis var. giganteus","Fungi","Chytridiomycetes","Blastocladiales",""
"1997","Coelomomyces quadrangulatus var. lamborni","Fungi","Chytridiomycetes","Blastocladiales",""
"1998","Coelomomyces arcellaneus","Fungi","Chytridiomycetes","Blastocladiales",""
"1999","Coelomomyces psorophorae var. halophilus","Fungi","Chytridiomycetes","Blastocladiales",""
"2000","Coelomomyces indicus","Fungi","Chytridiomycetes","Blastocladiales",""
"2001","Coelomomyces reticulatus var. parvus","Fungi","Chytridiomycetes","Blastocladiales",""
"2002","Coelomomyces iliensis var. irregularis","Fungi","Chytridiomycetes","Blastocladiales",""
"2003","Coelomomyces iyengarii","Fungi","Chytridiomycetes","Blastocladiales",""
"2004","Coelomomyces thailandensis","Fungi","Chytridiomycetes","Blastocladiales",""
"2005","Coelomomyces raffaelei var. raffaelei","Fungi","Chytridiomycetes","Blastocladiales",""
"2006","Coelomomyces triangulatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2007","Coelomomyces lairdi","Fungi","Chytridiomycetes","Blastocladiales",""
"2008","Coelomomyces couchii","Fungi","Chytridiomycetes","Blastocladiales",""
"2009","Coelomomyces fasciatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2010","Coelomomyces orbicularis","Fungi","Chytridiomycetes","Blastocladiales",""
"2011","Coelomomyces orbiculostriatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2012","Coelomomyces rugosus","Fungi","Chytridiomycetes","Blastocladiales",""
"2013","Coelomomyces reticulatus var. reticulatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2014","Coelomomyces iliensis var. indianensis","Fungi","Chytridiomycetes","Blastocladiales",""
"2015","Coelomomyces carolinianus","Fungi","Chytridiomycetes","Blastocladiales",""
"2016","Coelomomyces quadrangulatus var. irregularis","Fungi","Chytridiomycetes","Blastocladiales",""
"2017","Coelomomyces raffaelei var. parvus","Fungi","Chytridiomycetes","Blastocladiales",""
"2018","Coelomomyces musprattii","Fungi","Chytridiomycetes","Blastocladiales",""
"2019","Coelomomyces chironomi","Fungi","Chytridiomycetes","Blastocladiales",""
"2020","Coelomomyces tuzetae","Fungi","Chytridiomycetes","Blastocladiales",""
"2021","Coelomomyces iliensis var. australicus","Fungi","Chytridiomycetes","Blastocladiales",""
"2022","Coelomomyces iliensis var. iliensis","Fungi","Chytridiomycetes","Blastocladiales",""
"2023","Coelomomyces tuberculatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2024","Coelomomyces elegans","Fungi","Chytridiomycetes","Blastocladiales",""
"2025","Coelomomyces dubitskii","Fungi","Chytridiomycetes","Blastocladiales",""
"2026","Coelomomyces seriostriatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2027","Coelomomyces iliensis var. striatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2028","Coelomomyces quadrangulatus var. parvus","Fungi","Chytridiomycetes","Blastocladiales",""
"2029","Coelomomyces sulcatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2030","Coelomomyces madagascaricus","Fungi","Chytridiomycetes","Blastocladiales",""
"2031","Coelomomyces canadensis","Fungi","Chytridiomycetes","Blastocladiales",""
"2032","Coelomomyces lacunosus var. lacunosus","Fungi","Chytridiomycetes","Blastocladiales",""
"2033","Coelomomyces lacunosus var. madagascaricus","Fungi","Chytridiomycetes","Blastocladiales",""
"2034","Coelomomyces celatus","Fungi","Chytridiomycetes","Blastocladiales",""
"2035","Coelomomyces stegomyiae var. chapmani","Fungi","Chytridiomycetes","Blastocladiales",""
"2036","Coelomomyces notonectae","Fungi","Chytridiomycetes","Blastocladiales",""
"2037","Nosema tyriae","Protozoa","Microspora","Microsporea (Microsporida)",""
"2038","Metarhizium flavoviride var. flavoviride","Fungi","Deuteromycetes","unknown",""
"2039","Paecilomyces sp. nov.","Fungi","Deuteromycetes","unknown",""
"2040","Entomophthora brevinucleata","Fungi","Zygomycetes","Entomophthorales",""
"2041","Actinomyces lavendulae","Bacteria","","","This probably should be Streptomyces lavendulae?"
