"","HostOriginal","HostTaxID","HostNCBIResolved","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathNCBIResolved","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom","Group","HighTaxon","Host","HostStageTested","HostTissueInfected","interaction","LogMaxDose","LowTaxon","Pathogen","insectStatus"
"2340","Tenebrio molitor","7067",TRUE,"Tenebrio","Tenebrionidae","Coleoptera","Insecta","39303",TRUE,"Entomophaga","Entomophthoraceae","Entomophthorales","Entomophthoromycetes","Fungi","Fungi","Zygomycetes","Tenebrio molitor","","Hemolymph",1,NA,"Entomophthorales","Entomophaga aulicae","Pest"
"2341","Hylobius abietis","201999",TRUE,"Hylobius","Curculionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Apicomplexa","Hylobius abietis","Adult","Gut",1,NA,"Gregarinidea (Eugregarinida)","Gregarina hylobii",NA
"2342","Boophilus decoloratus","60189",TRUE,"Rhipicephalus","Ixodidae","Ixodida","Arachnida","5866",TRUE,"Babesia","Babesiidae","Piroplasmida","Aconoidasida",NA,"Protozoa","Apicomplexa","Boophilus decoloratus","","Hemolymph",1,NA,"Haematozoea (Piroplasmida)","Babesia bigemina","Pest"
"2343","Tydeus gloveri",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Deuteromycetes","Tydeus gloveri","Adult","",1,NA,"Unknown","Hirsutella tydeicola",NA
"2344","Culex quinquefasciatus","7176",TRUE,"Culex","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Deuteromycetes","Culex quinquefasciatus","","",1,NA,"unknown","Culicinomyces clavisporus","Pest"
"2345","Anopheles albimanus","7167",TRUE,"Anopheles","Culicidae","Diptera","Insecta","723287",TRUE,"Anncaliia","Tubulinosematidae",NA,NA,"Fungi","Protozoa","Microspora","Anopheles albimanus","LarvaAdult","Intestine; blood; fat body; Gastric Caeca; Hypodermis; Malpighian tubules; Muscle; Nerve ganglia; Esophagus; Salivary glands; Tracheal epithelium; ventriculus; many tissues",1,NA,"Microsporea (Microsporida)","Nosema algerae","Pest"
"2346","Dryocoetes autographus","124009",TRUE,"Dryocoetes","Curculionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Rhizopoda","Dryocoetes autographus","Adult","Malpighian tubules",1,NA,"Lobosea (Amoebida)","Malameba scolyti",NA
"2347","Onychiurus quadriocellatus",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Onychiurus quadriocellatus","Adult","Fat body",1,NA,"Microsporea (Microsporida)","Octosporea collembolae",NA
"2348","Hylobittacus apicalis","173799",TRUE,"Hylobittacus","Bittacidae","Mecoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Hylobittacus apicalis","Adult","Midgut epithelium and fat body",1,NA,"Microsporea (Microsporida)","Nosema apicalis","Wildlife"
"2349","Atylotus thoracicus",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Zygomycetes","Atylotus thoracicus","Adult","",1,NA,"Entomophthorales","Entomophthora tabanivora","Pest"
"2350","Aedes cantator","329102",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Zygomycetes","Aedes cantator","Pupa","Entire body",1,NA,"Entomophthorales","Erynia aquatica","Pest"
"2351","Aedes pseudoscutellaris","316597",TRUE,"Aedes","Culicidae","Diptera","Insecta","2358452",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Aedes pseudoscutellaris","Larva","",1,NA,"Lagenidiales","Lagenidium sp.","Pest"
"2352","Aedes polynesiensis","188700",TRUE,"Aedes","Culicidae","Diptera","Insecta","2358452",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Aedes polynesiensis","","",1,NA,"Lagenidiales","Lagenidium sp.","Pest"
"2353","Aedes aegypti","7159",TRUE,"Aedes","Culicidae","Diptera","Insecta","2358452",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Aedes aegypti","","",1,NA,"Lagenidiales","Lagenidium sp.","Pest"
"2354","Culex annulirostris","162997",TRUE,"Culex","Culicidae","Diptera","Insecta","2358452",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Culex annulirostris","","",1,NA,"Lagenidiales","Lagenidium sp.","Pest"
"2355","Toxorhynchites amboinensis","46208",TRUE,"Toxorhynchites","Culicidae","Diptera","Insecta","2358452",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Toxorhynchites amboinensis","","",1,NA,"Lagenidiales","Lagenidium sp.",NA
"2356","Aedes taeniorhynchus","329105",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Aedes taeniorhynchus","LarvaPupaAdult","",1,NA,"Microsporea (Microsporida)","Microsporidium fimbriatum","Pest"
"2357","Phryganidia californica","2013496",TRUE,"Phryganidia","Notodontidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Apicomplexa","Phryganidia californica","","Intestine",1,NA,"Gregarinidea (Eugregarinida)","Leidyana phryganidiae","Pest"
"2358","Phryganidia californica","2013496",TRUE,"Phryganidia","Notodontidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Apicomplexa","Phryganidia californica","","Intestine",1,NA,"Gregarinidea (Eugregarinida)","Leidyana berkeleyi","Pest"
"2359","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ornatum","Larva","Adipose tissue",1,NA,"Microsporea (Microsporida)","Hyalinocysta expilatoria","Pest"
"2360","Solenopsis invicta","13686",TRUE,"Solenopsis","Formicidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Solenopsis invicta","","Cuticle and fat body of larvae and pupae",1,NA,"Microsporea (Microsporida)","Burenella dimorpha","Pest"
"2361","Solenopsis richteri","30203",TRUE,"Solenopsis","Formicidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Solenopsis richteri","","Cuticle and fat body of larvae and pupae",1,NA,"Microsporea (Microsporida)","Burenella dimorpha",NA
"2362","Solenopsis xyloni","310435",TRUE,"Solenopsis","Formicidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Solenopsis xyloni","","Cuticle and fat body of larvae and pupae",1,NA,"Microsporea (Microsporida)","Burenella dimorpha","Pest"
"2363","Culex annulirostris","162997",TRUE,"Culex","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Culex annulirostris","EggAdultLarva","Oenocytes",1,NA,"Microsporea (Microsporida)","Amblyospora dyxenoides","Pest"
"2364","Culex quinquefasciatus","7176",TRUE,"Culex","Culicidae","Diptera","Insecta","5530",TRUE,"Metarhizium","Clavicipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Culex quinquefasciatus","","siphon",1,NA,"unknown","Metarhizium anisopliae","Pest"
"2365","Aedes albopictus","7160",TRUE,"Aedes","Culicidae","Diptera","Insecta","38005",TRUE,"Tolypocladium","Ophiocordycipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Aedes albopictus","","Integument",1,NA,"unknown","Tolypocladium cylindrosporum","Pest"
"2366","Periplaneta americana","6978",TRUE,"Periplaneta","Blattidae","Blattodea","Insecta","5530",TRUE,"Metarhizium","Clavicipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Periplaneta americana","","",1,NA,"unknown","Metarhizium anisopliae","Pest"
"2367","Hydrotaea aenescens","221905",TRUE,"Hydrotaea","Muscidae","Diptera","Insecta","34485",TRUE,"Entomophthora","Entomophthoraceae","Entomophthorales","Entomophthoromycetes","Fungi","Fungi","Zygomycetes","Hydrotaea aenescens","Adult","",1,NA,"Entomophthorales","Entomophthora muscae","Pest"
"2368","Fannia canicularis","307205",TRUE,"Fannia","Fanniidae","Diptera","Insecta","34485",TRUE,"Entomophthora","Entomophthoraceae","Entomophthorales","Entomophthoromycetes","Fungi","Fungi","Zygomycetes","Fannia canicularis","Adult","",1,NA,"Entomophthorales","Entomophthora muscae","Pest"
"2369","Fannia femoralis",NA,FALSE,NA,NA,NA,NA,"34485",TRUE,"Entomophthora","Entomophthoraceae","Entomophthorales","Entomophthoromycetes","Fungi","Fungi","Zygomycetes","Fannia femoralis","Adult","",1,NA,"Entomophthorales","Entomophthora muscae",NA
"2370","Brontispa longissima","111217",TRUE,"Brontispa","Chrysomelidae","Coleoptera","Insecta","5530",TRUE,"Metarhizium","Clavicipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Brontispa longissima","","",1,NA,"unknown","Metarhizium anisopliae",NA
"2371","Apis laboriosa","183418",TRUE,"Apis","Apidae","Hymenoptera","Insecta","33970",TRUE,"Melissococcus","Enterococcaceae","Lactobacillales","Bacilli",NA,"Bacteria","Non-spore-forming bacteria","Apis laboriosa","","",1,NA,"Streptococcaceae","Melissococcus pluton",NA
"2372","Pogonomyrmex rugosus","144042",TRUE,"Pogonomyrmex","Formicidae","Hymenoptera","Insecta","5599",TRUE,"Alternaria","Pleosporaceae","Pleosporales","Dothideomycetes","Fungi","Fungi","Deuteromycetes","Pogonomyrmex rugosus","Adult","",1,NA,"unknown","Alternaria tenuis",NA
"2373","Pogonomyrmex rugosus","144042",TRUE,"Pogonomyrmex","Formicidae","Hymenoptera","Insecta","5059",TRUE,"Aspergillus","Aspergillaceae","Eurotiales","Eurotiomycetes","Fungi","Fungi","Deuteromycetes","Pogonomyrmex rugosus","Adult","",1,NA,"unknown","Aspergillus flavus",NA
"2374","Culex sitiens","162998",TRUE,"Culex","Culicidae","Diptera","Insecta","191592",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Culex sitiens","Larva","Fat body",1,NA,"Microsporea (Microsporida)","Amblyospora indicola",NA
"2375","Limnochares aquatica",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Limnochares aquatica","Adult","",1,NA,"Microsporea (Microsporida)","Napamichum aequifilum",NA
"2376","Chaoborus astictopus","53523",TRUE,"Chaoborus","Chaoboridae","Diptera","Insecta","38005",TRUE,"Tolypocladium","Ophiocordycipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Chaoborus astictopus","","",1,NA,"unknown","Tolypocladium cylindrosporum",NA
"2377","Aeneolamia varia saccharina",NA,FALSE,NA,NA,NA,NA,"5530",TRUE,"Metarhizium","Clavicipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Aeneolamia varia saccharina","LarvaAdult","",1,NA,"unknown","Metarhizium anisopliae","Pest"
"2378","Choristoneura fumiferana","7141",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Deuteromycetes","Choristoneura fumiferana","Larva","",1,NA,"unknown","Hirsutella longicolla var. cornuta","Pest"
"2379","Coleotechnites piceaella","572830",TRUE,"Coleotechnites","Gelechiidae","Lepidoptera","Insecta","714877",TRUE,"Hirsutella","Ophiocordycipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Coleotechnites piceaella","Larva","",1,NA,"unknown","Hirsutella longicolla","Pest"
"2380","Choristoneura rosaceana","27543",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta","714877",TRUE,"Hirsutella","Ophiocordycipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Choristoneura rosaceana","Larva","",1,NA,"unknown","Hirsutella longicolla","Pest"
"2381","Choristoneura rosaceana","27543",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Deuteromycetes","Choristoneura rosaceana","Larva","",1,NA,"unknown","Hirsutella longicolla var. cornuta","Pest"
"2382","Anabrus simplex","316456",TRUE,"Anabrus","Tettigoniidae","Orthoptera","Insecta","278021",TRUE,"Antonospora",NA,NA,NA,"Fungi","Protozoa","Microspora","Anabrus simplex","Nymph","",1,NA,"Microsporea (Microsporida)","Nosema locustae","Pest"
"2383","Anopheles maculipennis","41429",TRUE,"Anopheles","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Chytridiomycetes","Anopheles maculipennis","Larva","",1,NA,"Blastocladiales","Coelomomyces irani","Pest"
"2384","Lutzomyia longipalpis","7200",TRUE,"Lutzomyia","Psychodidae","Diptera","Insecta","176275",TRUE,"Beauveria","Cordycipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Lutzomyia longipalpis","","",1,NA,"unknown","Beauveria bassiana","Pest"
"2385","Aedes cantans","120869",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Aedes cantans","Larva","Gastric caeca epithelium",1,NA,"Microsporea (Microsporida)","Microsporidium aedium",NA
"2386","Popillia japonica","7064",TRUE,"Popillia","Scarabaeidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Fungi","Deuteromycetes","Popillia japonica","Larva","Endocuticle and epidermis ",1,NA,"unknown","Entoderma colletosporium","Pest"
"2387","Stereonychus fraxini","202212",TRUE,"Stereonychus","Curculionidae","Coleoptera","Insecta","176275",TRUE,"Beauveria","Cordycipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Stereonychus fraxini","Adult","",1,NA,"unknown","Beauveria bassiana",NA
"2388","Sitobion avenae","44664",TRUE,"Sitobion","Aphididae","Hemiptera","Insecta","76017",TRUE,"Pandora","Entomophthoraceae","Entomophthorales","Entomophthoromycetes","Fungi","Fungi","Zygomycetes","Sitobion avenae","","",1,NA,"Entomophthorales","Pandora neoaphidis","Pest"
"2389","Leptothorax unifasciatus","61278",TRUE,"Temnothorax","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax unifasciatus","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2390","Pogonomyrmex barbatus","144034",TRUE,"Pogonomyrmex","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Pogonomyrmex barbatus","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2391","Chaelepoxenus muellerianus",NA,FALSE,NA,NA,NA,NA,"2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Chaelepoxenus muellerianus","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2392","Leptothorax affinis",NA,FALSE,NA,NA,NA,NA,"2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax affinis","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2393","Leptothorax angustulus",NA,FALSE,NA,NA,NA,NA,"2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax angustulus","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2394","Leptothorax exilis","106186",TRUE,"Temnothorax","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax exilis","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2395","Leptothorax lichtensteini","106192",TRUE,"Temnothorax","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax lichtensteini","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2396","Leptothorax nylanderi","102681",TRUE,"Temnothorax","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax nylanderi","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2397","Leptothorax racovitzai",NA,FALSE,NA,NA,NA,NA,"2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax racovitzai","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2398","Leptothorax tuberum tuberum",NA,FALSE,NA,NA,NA,NA,"2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax tuberum tuberum","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2399","Leptothorax recedens","61279",TRUE,"Temnothorax","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Leptothorax recedens","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2400","Pheidole pallidula","190770",TRUE,"Pheidole","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Pheidole pallidula","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2401","Solenopsis fugax","625136",TRUE,"Solenopsis","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Solenopsis fugax","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2402","Plagiolepis vindobonensis",NA,FALSE,NA,NA,NA,NA,"2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Plagiolepis vindobonensis","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2403","Plagiolepis pygmaea","72798",TRUE,"Plagiolepis","Formicidae","Hymenoptera","Insecta","2820145",TRUE,"Myrmicinosporidium",NA,NA,NA,"Fungi","Fungi","Unknown","Plagiolepis pygmaea","Adult","",1,NA,"unknown","Myrmicinosporidium durum",NA
"2404","Apis cerana","7461",TRUE,"Apis","Apidae","Hymenoptera","Insecta","5105",TRUE,"Ascosphaera","Ascosphaeraceae","Onygenales","Eurotiomycetes","Fungi","Fungi","Plectomycetes","Apis cerana","Larva","",1,NA,"Ascosphaerales","Ascosphaera apis","Wildlife"
"2405","Mansonia africana ","667564",TRUE,"Mansonia","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Mansonia africana","LarvaAdult","",1,NA,"Microsporea (Microsporida)","Merocinta davidii",NA
"2406","Aedes aegypti","7159",TRUE,"Aedes","Culicidae","Diptera","Insecta","4803",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Aedes aegypti","","",1,NA,"Lagenidiales","Lagenidium giganteum","Pest"
"2407","Anopheles gambiae","7165",TRUE,"Anopheles","Culicidae","Diptera","Insecta","4803",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Anopheles gambiae","","",1,NA,"Lagenidiales","Lagenidium giganteum","Pest"
"2408","Culex pipiens","7175",TRUE,"Culex","Culicidae","Diptera","Insecta","4803",TRUE,"Lagenidium","Lagenidiaceae","Lagenidiales",NA,NA,"Fungi","Oomycetes","Culex pipiens","","",1,NA,"Lagenidiales","Lagenidium giganteum","Pest"
"2409","Anopheles hilli","27470",TRUE,"Anopheles","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Anopheles hilli","Larva","Fat body",1,NA,"Microsporea (Microsporida)","Duboscqia dengihilli","Pest"
"2410","Galleria mellonella","7137",TRUE,"Galleria","Pyralidae","Lepidoptera","Insecta","2133",TRUE,"Spiroplasma","Spiroplasmataceae","Entomoplasmatales","Mollicutes",NA,"Bacteria","Spiroplasma","Galleria mellonella","","",1,NA,"Spiroplasmataceae","Spiroplasma citri","Pest"
"2411","Listronotus bonariensis","292309",TRUE,"Listronotus","Curculionidae","Coleoptera","Insecta","1530373",TRUE,"Endoreticulatus",NA,NA,NA,"Fungi","Protozoa","Microspora","Listronotus bonariensis","","Midgut",1,NA,"Microsporea (Microsporida)","Microsporidium itiiti",NA
"2412","Aedes aegypti","7159",TRUE,"Aedes","Culicidae","Diptera","Insecta","92984",TRUE,"Leptolegnia","Saprolegniaceae","Saprolegniales",NA,NA,"Fungi","Oomycetes","Aedes aegypti","","Cuticle and midgut",1,NA,"Saprolegniales","Leptolegnia chapmanii","Pest"
"2413","Dichroplus elongatus","144584",TRUE,"Dichroplus","Acrididae","Orthoptera","Insecta","408671",TRUE,"Liebermannia",NA,NA,NA,"Fungi","Protozoa","Microspora","Dichroplus elongatus","Adult","Malpighian tubules, malpighian tubule epithelium",1,NA,"Microsporea (Microsporida)","Perezia dichroplusae",NA
"2414","Scotinophora coarctata",NA,FALSE,NA,NA,NA,NA,"176275",TRUE,"Beauveria","Cordycipitaceae","Hypocreales","Sordariomycetes","Fungi","Fungi","Deuteromycetes","Scotinophora coarctata","Adult","",1,NA,"unknown","Beauveria bassiana","Pest"
"2415","Galleria mellonella","7137",TRUE,"Galleria","Pyralidae","Lepidoptera","Insecta","723287",TRUE,"Anncaliia","Tubulinosematidae",NA,NA,"Fungi","Protozoa","Microspora","Galleria mellonella","","Hemolymph, gut, and fat body",1,NA,"Microsporea (Microsporida)","Nosema algerae","Pest"
"2416","Galleria mellonella","7137",TRUE,"Galleria","Pyralidae","Lepidoptera","Insecta","33699",TRUE,"Vairimorpha","Burenellidae",NA,NA,"Fungi","Protozoa","Microspora","Galleria mellonella","","Hemolymph, gut, and fat body",1,NA,"Microsporea (Microsporida)","Vairimorpha heterosporum","Pest"
"2417","Aedes taeniorhynchus","329105",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Aedes taeniorhynchus","EggLarvaAdult","Fat body",1,NA,"Microsporea (Microsporida)","Amblyospora polykarya","Pest"
"2418","Aedes aegypti","7159",TRUE,"Aedes","Culicidae","Diptera","Insecta","103449",TRUE,"Vavraia","Pleistophoridae",NA,NA,"Fungi","Protozoa","Microspora","Aedes aegypti","","",1,NA,"Microsporea (Microsporida)","Vavraia culicis","Pest"
"2419","Aedes taeniorhynchus","329105",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","103449",TRUE,"Vavraia","Pleistophoridae",NA,NA,"Fungi","Protozoa","Microspora","Aedes taeniorhynchus","","",1,NA,"Microsporea (Microsporida)","Vavraia culicis","Pest"
