HostSpecies,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass
Hybomitra sp.,124690,Hybomitra,Tabanidae,Diptera,Insecta
Cimex brevis,1955575,Cimex,Cimicidae,Hemiptera,Insecta
Rhodnius domesticus,162361,Rhodnius,Reduviidae,Hemiptera,Insecta
Triatoma brasiliensis,65344,Triatoma,Reduviidae,Hemiptera,Insecta
Triatoma tibiamaculata,162369,Triatoma,Reduviidae,Hemiptera,Insecta
Eyprepocnemis alacris alacris ,645679,Eyprepocnemis,Acrididae,Orthoptera,Insecta
Bembidion levigatum ,931412,Bembidion,Carabidae,Coleoptera,Insecta
Gromphadorhina portentosa,36953,Gromphadorhina,Blaberidae,Blattodea,Insecta
Argia bipunctulata,NA,NA,NA,NA,NA
Gallerucida bicolor,NA,NA,NA,NA,NA
Sastra sp.,NA,NA,NA,NA,NA
Phyllocharis nigricornis,NA,NA,NA,NA,NA
Homadaula albizziae,NA,NA,NA,NA,NA
Samia cecropia,NA,NA,NA,NA,NA
Depressaria heraclina,NA,NA,NA,NA,NA
Chrysomela saliceti,1587176,Chrysomela,Chrysomelidae,Coleoptera,Insecta
Euryope rubra,NA,NA,NA,NA,NA
Rhaphidopalpa africana,NA,NA,NA,NA,NA
Chrysolina grossa,111538,Chrysolina,Chrysomelidae,Coleoptera,Insecta
Aedes haworthi,2761507,Aedes,Culicidae,Diptera,Insecta
Aedes calceatus,NA,NA,NA,NA,NA
Aedes metallicus,686388,Aedes,Culicidae,Diptera,Insecta
Culex decens,299630,Culex,Culicidae,Diptera,Insecta
Rhaphidopalpa stevensi,NA,NA,NA,NA,NA
Aphthona sp.,217225,Aphthona,Chrysomelidae,Coleoptera,Insecta
Prostephanus truncatus,101470,Prostephanus,Bostrichidae,Coleoptera,Insecta
Melanoplus mexicanus,214320,Melanoplus,Acrididae,Orthoptera,Insecta
Culicoides peregrinus,469759,Culicoides,Ceratopogonidae,Diptera,Insecta
Culex fuscocephalus,NA,NA,NA,NA,NA
Armigeres dentatus,NA,NA,NA,NA,NA
Armigeres joloensis,NA,NA,NA,NA,NA
Tropisternus californicus,NA,NA,NA,NA,NA
Gryllotalpa gryllotalpa,656900,Gryllotalpa,Gryllotalpidae,Orthoptera,Insecta
Ectobius lapponicus,406637,Ectobius,Ectobiidae,Blattodea,Insecta
Pityogenes chalcographus,385523,Pityogenes,Curculionidae,Coleoptera,Insecta
Spiniger sp.,NA,NA,NA,NA,NA
Systenus sp.,1000637,Systenus,Dolichopodidae,Diptera,Insecta
Gyrinus sp.,110031,Gyrinus,Gyrinidae,Coleoptera,Insecta
Polycentropus sp.,177940,Polycentropus,Polycentropodidae,Trichoptera,Insecta
Dasyhelea obscura,NA,NA,NA,NA,NA
Mycetobia pallipes,NA,NA,NA,NA,NA
Triatoma protracta,72493,Triatoma,Reduviidae,Hemiptera,Insecta
Phlebotomus argentipes,94469,Phlebotomus,Psychodidae,Diptera,Insecta
Rhodnius prolixus,13249,Rhodnius,Reduviidae,Hemiptera,Insecta
Dermanyssus gallinae ,34641,Dermanyssus,Dermanyssidae,Mesostigmata,Arachnida
Laelaps echidnina,NA,NA,NA,NA,NA
Hyalomma plumbeum,NA,NA,NA,NA,NA
Hyalomma syriacum,NA,NA,NA,NA,NA
Gryllotalpa sp.,208679,Gryllotalpa,Gryllotalpidae,Orthoptera,Insecta
Blaberus atropos,36942,Blaberus,Blaberidae,Blattodea,Insecta
Allonemobius fasciatus fasciatus,NA,NA,NA,NA,NA
Allonemobius socius,208665,Allonemobius,Gryllidae,Orthoptera,Insecta
Hapithus agitator ,1425320,Hapithus,Gryllidae,Orthoptera,Insecta
Melanoplus sanguinipes,65742,Melanoplus,Acrididae,Orthoptera,Insecta
Chorthippus curtipennis curtipennis,NA,NA,NA,NA,NA
Lentula sp.,268517,Lentula,Lentulidae,Orthoptera,Insecta
Pamphagus sp.,NA,NA,NA,NA,NA
Anopheles sundaicus,34692,Anopheles,Culicidae,Diptera,Insecta
Aulacophora similis,NA,NA,NA,NA,NA
Bombus hortorum,85660,Bombus,Apidae,Hymenoptera,Insecta
Bombus latreillelus,NA,NA,NA,NA,NA
Bombus terrestris,30195,Bombus,Apidae,Hymenoptera,Insecta
Bombus venustus,NA,NA,NA,NA,NA
Cremastus flavoorbitalis,NA,NA,NA,NA,NA
Ctenolepisma longicaudata,27554,Ctenolepisma,Lepismatidae,Zygentoma,Insecta
Culex nebulosus,562834,Culex,Culicidae,Diptera,Insecta
Ceuthophilus pallidipes,1008993,Ceuthophilus,Rhaphidophoridae,Orthoptera,Insecta
Ceuthophilus meridionalis,NA,NA,NA,NA,NA
Ceuthophilus uniformis,NA,NA,NA,NA,NA
Gryllotalpa spp.,NA,NA,NA,NA,NA
Oedipoda spp.,NA,NA,NA,NA,NA
Stenopelmatus pictus,NA,NA,NA,NA,NA
Stenopelmatus fuscus,202428,Stenopelmatus,Stenopelmatidae,Orthoptera,Insecta
Stenopelmatus intermedius,NA,NA,NA,NA,NA
Limnephilus lunatus,1218281,Limnephilus,Limnephilidae,Trichoptera,Insecta
Limnephilus auricula,1271728,Limnephilus,Limnephilidae,Trichoptera,Insecta
Phloeonotus humilis,NA,NA,NA,NA,NA
Dermestes peruvianus,295668,Dermestes,Dermestidae,Coleoptera,Insecta
Gibbium psylloides,2696768,Gibbium,Ptinidae,Coleoptera,Insecta
Himatismus villosa,NA,NA,NA,NA,NA
Orthotomicus erosus,55869,Orthotomicus,Curculionidae,Coleoptera,Insecta
Hylurgops palliatus,202000,Hylurgops,Curculionidae,Coleoptera,Insecta
Sialis lutaria,279420,Sialis,Sialidae,Megaloptera,Insecta
Simulium spp.,NA,NA,NA,NA,NA
Pteronemobius sp.,208689,Pteronemobius,Gryllidae,Orthoptera,Insecta
Melanoplus foedus foedus,NA,NA,NA,NA,NA
Laemophloeus ferrugineus,NA,NA,NA,NA,NA
Attagenus spp.,NA,NA,NA,NA,NA
Attagenus fasciatus,1546017,Attagenus,Dermestidae,Coleoptera,Insecta
Mamestra dissimilis,NA,NA,NA,NA,NA
Cnephia ornithophilia,61026,Cnephia,Simuliidae,Diptera,Insecta
Ranatra australis,280159,Ranatra,Nepidae,Hemiptera,Insecta
Chauliodes rastricornis,1771381,Chauliodes,Corydalidae,Megaloptera,Insecta
Anax junius,214820,Anax,Aeshnidae,Odonata,Insecta
Panchlora nivea,36955,Panchlora,Blaberidae,Blattodea,Insecta
Eurycotis floridana,303877,Eurycotis,Blattidae,Blattodea,Insecta
Conozoa sulcifrons,2461446,Conozoa,Acrididae,Orthoptera,Insecta
Melanoplus cuneatus,NA,NA,NA,NA,NA
Mamestra pisi,NA,NA,NA,NA,NA
Psorophora columbiae,869070,Psorophora,Culicidae,Diptera,Insecta
Aedes fulgens,NA,NA,NA,NA,NA
Aedes aegypti queenslandensis,7159,Aedes,Culicidae,Diptera,Insecta
Aedes marshalli,NA,NA,NA,NA,NA
Autographa sp.,254361,Autographa,Noctuidae,Lepidoptera,Insecta
Bibio clavipes,NA,NA,NA,NA,NA
Ceuthophilus sp. prob. gracilipes,NA,NA,NA,NA,NA
Chrysopa californica,NA,NA,NA,NA,NA
Melanoplus scudderi scudderi,NA,NA,NA,NA,NA
Noterus crassicornis,1501877,Noterus,Noteridae,Coleoptera,Insecta
Oedaleus infernalis ,267432,Oedaleus,Acrididae,Orthoptera,Insecta
Panstrongylus geniculatus,156442,Panstrongylus,Reduviidae,Hemiptera,Insecta
Papilio pompejus,NA,NA,NA,NA,NA
Goniozus emigratus,NA,NA,NA,NA,NA
Platybunus pinetorum,1926215,Platybunus,Phalangiidae,Opiliones,Arachnida
Polygramma undecimlineata,NA,NA,NA,NA,NA
Schistocerca americana americana,NA,NA,NA,NA,NA
Scolytus multistriatus,160329,Scolytus,Curculionidae,Coleoptera,Insecta
Scolytus pygmaeus,1219882,Scolytus,Curculionidae,Coleoptera,Insecta
Simulium nigricornis,NA,NA,NA,NA,NA
Uranotaenia lowii,190385,Uranotaenia,Culicidae,Diptera,Insecta
Uranotaenia unguiculata,559294,Uranotaenia,Culicidae,Diptera,Insecta
Wiseana spp.,NA,NA,NA,NA,NA
Paratettix cucullatus,58596,Paratettix,Tetrigidae,Orthoptera,Insecta
Sergentomyia minuta,59271,Sergentomyia,Psychodidae,Diptera,Insecta
Nisotra punctatosulcata,NA,NA,NA,NA,NA
Aulomorphus variabilis,NA,NA,NA,NA,NA
Cryptophlebia illepida,1418667,Cryptophlebia,Tortricidae,Lepidoptera,Insecta
Anacamptodes fragilaria,NA,NA,NA,NA,NA
Agrius cingulata,40104,Agrius,Sphingidae,Lepidoptera,Insecta
Elydna nonagrica,NA,NA,NA,NA,NA
Perigea illecta,NA,NA,NA,NA,NA
Bactrocera cucurbitae,28588,Zeugodacus,Tephritidae,Diptera,Insecta
Stegobium paniceum,295656,Stegobium,Anobiidae,Coleoptera,Insecta
Hydrophilus sp.,NA,NA,NA,NA,NA
Laemophloeus minutus,NA,NA,NA,NA,NA
Bracon hebetor,69819,Habrobracon,Braconidae,Hymenoptera,Insecta
Ablabechnia lentiginosa,NA,NA,NA,NA,NA
Amphigerontia bifasciata,1646251,Amphigerontia,Psocidae,Psocoptera,Insecta
Archaeopsylla erinacei,48909,Archaeopsylla,Pulicidae,Siphonaptera,Insecta
Asopia farinalis,NA,NA,NA,NA,NA
Calandra granaria,NA,NA,NA,NA,NA
Mimopeus otagensis,NA,NA,NA,NA,NA
Glyptotendipes sp.,33398,Glyptotendipes,Chironomidae,Diptera,Insecta
Notiophilus aquaticus,1398205,Notiophilus,Carabidae,Coleoptera,Insecta
Selenia bilunaria,1178154,Selenia,Geometridae,Lepidoptera,Insecta
Trithemis aurora,342765,Trithemis,Libellulidae,Odonata,Insecta
Xenillus tegeocranus,66610,Xenillus,Xenillidae,Sarcoptiformes,Arachnida
Gracilia albanica,NA,NA,NA,NA,NA
Corynoneura sp.,611344,Corynoneura,Chironomidae,Diptera,Insecta
Macropelopia sp. (notata group),NA,NA,NA,NA,NA
Otiorhynchus equestris,NA,NA,NA,NA,NA
Limnephilus sp.,177674,Limnephilus,Limnephilidae,Trichoptera,Insecta
Bezzia sp.,381082,Bezzia,Ceratopogonidae,Diptera,Insecta
Holocentropus dubius,1223777,Holocentropus,Polycentropodidae,Trichoptera,Insecta
Smicridea sp.,177886,Smicridea,Hydropsychidae,Trichoptera,Insecta
Agrotera nemoralis,1003001,Agrotera,Crambidae,Lepidoptera,Insecta
Euxoa sp.,214144,Euxoa,Noctuidae,Lepidoptera,Insecta
Odontotermes sp.,60587,Odontotermes,Termitidae,Blattodea,Insecta
Mylabris vestita,2689229,Hycleus,Meloidae,Coleoptera,Insecta
Simulium subpusillum,1891119,Simulium,Simuliidae,Diptera,Insecta
Simulium angustitarse,1780258,Simulium,Simuliidae,Diptera,Insecta
Cnetha latigoinum,NA,NA,NA,NA,NA
Obuchovia popoae,NA,NA,NA,NA,NA
Odagmia ferganica,NA,NA,NA,NA,NA
Tetisimulium desertorum,NA,NA,NA,NA,NA
Simulium vulgare,1117008,Simulium,Simuliidae,Diptera,Insecta
Simulium angustifilum,NA,NA,NA,NA,NA
Montisimulium lithkense,NA,NA,NA,NA,NA
Montisimulium quattordecimfilum,NA,NA,NA,NA,NA
Striatosimulium multistriatum,NA,NA,NA,NA,NA
Acanthaclisis baetica,NA,NA,NA,NA,NA
Anobium paniceum,NA,NA,NA,NA,NA
Trichocera hiemalis,NA,NA,NA,NA,NA
Trichocera annulata,NA,NA,NA,NA,NA
Henosepilachna beniensis,NA,NA,NA,NA,NA
Trichocera regelationis,52760,Trichocera,Trichoceridae,Diptera,Insecta
Oxycara curtum,NA,NA,NA,NA,NA
Oxycara freyi,NA,NA,NA,NA,NA
Spinotarsus caboverdus,NA,NA,NA,NA,NA
Sympetrum meridionale,451116,Sympetrum,Libellulidae,Odonata,Insecta
Gerris costae fieberi,143926,Gerris,Gerridae,Hemiptera,Insecta
Paratendipes sp.,1279001,Paratendipes,Chironomidae,Diptera,Insecta
Nygmia phaeorrhoea,NA,NA,NA,NA,NA
Holotrichia parallela,93412,Holotrichia,Scarabaeidae,Coleoptera,Insecta
Ephippiger ephippiger ephippiger,NA,NA,NA,NA,NA
Ephippiger terrestris,336478,Ephippiger,Tettigoniidae,Orthoptera,Insecta
Ephippigerida nigromarginata,NA,NA,NA,NA,NA
Omocestus haemorrhoidalis,294352,Omocestus,Acrididae,Orthoptera,Insecta
Omocestus viridulus,294351,Omocestus,Acrididae,Orthoptera,Insecta
Psophus stridulus,433472,Psophus,Acrididae,Orthoptera,Insecta
Mesomorphus setosus,NA,NA,NA,NA,NA
Parcoblatta pennsylvanica,37813,Parcoblatta,Ectobiidae,Blattodea,Insecta
Bolitophagus reticulatus,442123,Bolitophagus,Tenebrionidae,Coleoptera,Insecta
Heteropternis obscurella,1036141,Heteropternis,Acrididae,Orthoptera,Insecta
Platycleis affinis,470652,Platycleis,Tettigoniidae,Orthoptera,Insecta
Entypotrachelus micans,NA,NA,NA,NA,NA
Entypotrachelus sjoestedti,NA,NA,NA,NA,NA
Platycorynus peregrinus,NA,NA,NA,NA,NA
Epistaurus succineus,NA,NA,NA,NA,NA
Paracoptacra cauta,701480,Paracoptacra,Acrididae,Orthoptera,Insecta
Taphronota calliparea,2495609,Taphronota,Pyrgomorphidae,Orthoptera,Insecta
Heteracris guineensis,NA,NA,NA,NA,NA
Acanthacris ruficornis,274599,Acanthacris,Acrididae,Orthoptera,Insecta
Taraxides punctatus,NA,NA,NA,NA,NA
Panesthia javanica,NA,NA,NA,NA,NA
Gryllomorpha dalmatina,537460,Gryllomorpha,Gryllidae,Orthoptera,Insecta
Pseudoblaps javana,NA,NA,NA,NA,NA
Paranauphoeta discoidalis,2283723,Paranauphoeta,Blaberidae,Blattodea,Insecta
Mesomorphus villiger,NA,NA,NA,NA,NA
Diestrammena japonica,2597559,Diestrammena,Rhaphidophoridae,Orthoptera,Insecta
Aptera cingulata,NA,NA,NA,NA,NA
Pycnoscelus surinamensis,36961,Pycnoscelus,Blaberidae,Blattodea,Insecta
Temnopteryx phalerata,NA,NA,NA,NA,NA
Enyaliopsis maculipes,NA,NA,NA,NA,NA
Heterochira fryeri,NA,NA,NA,NA,NA
Mecopoda elongata,441232,Mecopoda,Tettigoniidae,Orthoptera,Insecta
Phymateus cinctus,NA,NA,NA,NA,NA
Eupelops hirtus,198281,Eupelops,Phenopelopidae,Sarcoptiformes,Arachnida
Homoeogryllus japonicus,1109092,Meloimorpha,Phalangopsidae,Orthoptera,Insecta
Micrositus semicostatus,1470637,Phylan,Tenebrionidae,Coleoptera,Insecta
Scleron orientale,NA,NA,NA,NA,NA
Setenis semisulcatus,NA,NA,NA,NA,NA
Setenis foveicollis,NA,NA,NA,NA,NA
Hoplarion bedeli,2499106,Hoplarion,Tenebrionidae,Coleoptera,Insecta
Morica planata,NA,NA,NA,NA,NA
Mesomorphus longulus,NA,NA,NA,NA,NA
Morica favieri,NA,NA,NA,NA,NA
Morica hybrida,NA,NA,NA,NA,NA
Adesmia variolaris,NA,NA,NA,NA,NA
Pnorisa squalus capensis,NA,NA,NA,NA,NA
Gastrimargus verticalis,NA,NA,NA,NA,NA
Neuronia ruficornis,NA,NA,NA,NA,NA
Goerius similis,NA,NA,NA,NA,NA
Spathosternum prasiniferum prasiniferum,227609,Spathosternum,Acrididae,Orthoptera,Insecta
Anaxipha exigua,1425304,Anaxipha,Gryllidae,Orthoptera,Insecta
Blaptica dubia,132935,Blaptica,Blaberidae,Blattodea,Insecta
Parga xanthoptera,NA,NA,NA,NA,NA
Scaurus tristis,NA,NA,NA,NA,NA
Haltica sp.,NA,NA,NA,NA,NA
Scolopendra subspinipes,55038,Scolopendra,Scolopendridae,Scolopendromorpha,Chilopoda
Palorus ratzeburgii,7077,Palorus,Tenebrionidae,Coleoptera,Insecta
Locusta migratoria capito,NA,NA,NA,NA,NA
Locusta migratoria migratoria,7004,Locusta,Acrididae,Orthoptera,Insecta
Paratheresia claripalpis,NA,NA,NA,NA,NA
Pityokteines spinidens,460160,Pityokteines,Curculionidae,Coleoptera,Insecta
Bombus lucorum,30193,Bombus,Apidae,Hymenoptera,Insecta
Glossosoma nigrior ,177620,Glossosoma,Glossosomatidae,Trichoptera,Insecta
Valanga nigricornis,NA,NA,NA,NA,NA
Nomadacris septemfasciata,1634087,Nomadacris,Acrididae,Orthoptera,Insecta
Truxalis sp.,243019,Truxalis,Acrididae,Orthoptera,Insecta
Helopeltis sp.,237374,Helopeltis,Miridae,Hemiptera,Insecta
Tomaspis flavopicta,NA,NA,NA,NA,NA
Aeneolamia flavilatera,NA,NA,NA,NA,NA
Tomaspis humeralis,NA,NA,NA,NA,NA
Tomaspis pictipennis,NA,NA,NA,NA,NA
Cicada viridis,NA,NA,NA,NA,NA
Perkinsiella vastratrix,NA,NA,NA,NA,NA
Perkinsiella saccharicida,312347,Perkinsiella,Delphacidae,Hemiptera,Insecta
Pyrilla sp.,1030154,Pyrilla,Fulgoridae,Hemiptera,Insecta
Saccharosydne sacharivora,NA,NA,NA,NA,NA
Ormenis pygmaea,NA,NA,NA,NA,NA
Phromnia marginella,NA,NA,NA,NA,NA
Cryptococcus punctulatus,NA,NA,NA,NA,NA
Pseudococcus maritimus,13234,Pseudococcus,Pseudococcidae,Hemiptera,Insecta
Euxoa atomaris,989015,Euxoa,Noctuidae,Lepidoptera,Insecta
Papaipema nebris,1485854,Papaipema,Noctuidae,Lepidoptera,Insecta
Porosagrotis vetusta,NA,NA,NA,NA,NA
Prodenia irex,NA,NA,NA,NA,NA
Diatraea zeacolella,NA,NA,NA,NA,NA
Enarmonia pomonella,NA,NA,NA,NA,NA
Oxycanus cervinata,NA,NA,NA,NA,NA
Nerice davidi,1502190,Nerice,Notodontidae,Lepidoptera,Insecta
Plesiomma sp.,468787,Plesiomma,Asilidae,Diptera,Insecta
Rhagoletis completa,34679,Rhagoletis,Tephritidae,Diptera,Insecta
Amblyteles sp.,231886,Amblyteles,Ichneumonidae,Hymenoptera,Insecta
Campsomeris quadrifasciata,NA,NA,NA,NA,NA
Tiphia inornata,NA,NA,NA,NA,NA
Byturus unicolor,153017,Byturus,Byturidae,Coleoptera,Insecta
Amara obesa,1205962,Amara,Carabidae,Coleoptera,Insecta
Colpodes japonicus,NA,NA,NA,NA,NA
Omus sp.,48640,Omus,Carabidae,Coleoptera,Insecta
Ergates faber,1554469,Ergates,Cerambycidae,Coleoptera,Insecta
Monochamus galloprovincialis,236069,Monochamus,Cerambycidae,Coleoptera,Insecta
Prionus sp.,131708,Prionus,Cerambycidae,Coleoptera,Insecta
Brontispa mariana,NA,NA,NA,NA,NA
Diabrotica longicornis,133124,Diabrotica,Chrysomelidae,Coleoptera,Insecta
Epilachna sp.,77530,Epilachna,Coccinellidae,Coleoptera,Insecta
Apion aestivum,NA,NA,NA,NA,NA
Curculio elephas,238721,Curculio,Curculionidae,Coleoptera,Insecta
Desmoris fulvus,NA,NA,NA,NA,NA
Diaprepes abbreviatus spengleri,NA,NA,NA,NA,NA
Hypera nigrirostris,298156,Hypera,Curculionidae,Coleoptera,Insecta
Psalidium maxillosum,NA,NA,NA,NA,NA
Rhabdoscelus obscurus,206497,Rhabdoscelus,Curculionidae,Coleoptera,Insecta
Rhyncophorus ferrugineus,NA,NA,NA,NA,NA
Sitona flavescens,878987,Sitona,Curculionidae,Coleoptera,Insecta
Stenocarus fuliginosus,NA,NA,NA,NA,NA
Agriotes mancus,1132040,Agriotes,Elateridae,Coleoptera,Insecta
Agriotes obscurus,350085,Agriotes,Elateridae,Coleoptera,Insecta
Conoderus vespertinus,NA,NA,NA,NA,NA
Corymbites cupreus,NA,NA,NA,NA,NA
Ludius cylindriformis,NA,NA,NA,NA,NA
Monocrepidius lividus,NA,NA,NA,NA,NA
Lamprophorus sp.,NA,NA,NA,NA,NA
Adoretus compressus,NA,NA,NA,NA,NA
Amphimallon semivillosus,NA,NA,NA,NA,NA
Anomala aenea,NA,NA,NA,NA,NA
Anomala exicialis,NA,NA,NA,NA,NA
Anomala aureola,NA,NA,NA,NA,NA
Canthon sp.,206809,Canthon,Scarabaeidae,Coleoptera,Insecta
Cnemarachnis portoricensis,NA,NA,NA,NA,NA
Cnemarachnis vandinei,NA,NA,NA,NA,NA
Cotinis nitida,1804801,Cotinis,Scarabaeidae,Coleoptera,Insecta
Cyclocephala sp.,465218,Cyclocephala,Scarabaeidae,Coleoptera,Insecta
Dynastes gideon,NA,NA,NA,NA,NA
Dyscinetus barbatus,NA,NA,NA,NA,NA
Heteronychus sanctae-helenae,NA,NA,NA,NA,NA
Geotrogus deserticola ,NA,NA,NA,NA,NA
Encya condensata,NA,NA,NA,NA,NA
Dyscinetus geminatus,NA,NA,NA,NA,NA
Cotinis texana,NA,NA,NA,NA,NA
Cardiophorus sp.,186097,Cardiophorus,Elateridae,Coleoptera,Insecta
Adoretus umbrosus,NA,NA,NA,NA,NA
Adoretus tenuimaculatus,1078810,Adoretus,Scarabaeidae,Coleoptera,Insecta
Adoretus mauritianus,NA,NA,NA,NA,NA
Holotrichia helleri,NA,NA,NA,NA,NA
Hylamorpha elegans,1336371,Hylamorpha,Scarabaeidae,Coleoptera,Insecta
Lepidiota albohirta,NA,NA,NA,NA,NA
Lepidiota frenchi,272053,Lepidiota,Scarabaeidae,Coleoptera,Insecta
Lethrus cephalotes,NA,NA,NA,NA,NA
Leucopholis roridae,NA,NA,NA,NA,NA
Ligyrus ebenus,NA,NA,NA,NA,NA
Ligyrus rugiceps,NA,NA,NA,NA,NA
Ligyrus tumulosus,NA,NA,NA,NA,NA
Mimela splendens,1618301,Mimela,Scarabaeidae,Coleoptera,Insecta
Oryctes radama,NA,NA,NA,NA,NA
Pacnoda marginata,NA,NA,NA,NA,NA
Phyllophaga drakii,703315,Phyllophaga,Scarabaeidae,Coleoptera,Insecta
Phyllophaga citri,NA,NA,NA,NA,NA
Phyllophaga guanicana,NA,NA,NA,NA,NA
Phyllophaga portoricensis,NA,NA,NA,NA,NA
Phytalus apicalis,NA,NA,NA,NA,NA
Phytalus insularis,NA,NA,NA,NA,NA
Phytalus smithi,NA,NA,NA,NA,NA
Polyphylla olivieri ,614210,Polyphylla,Scarabaeidae,Coleoptera,Insecta
Potosia affinis,NA,NA,NA,NA,NA
Rhizotrogus carduorum,NA,NA,NA,NA,NA
Rhizotrogus solstitialis,NA,NA,NA,NA,NA
Strategus barbigerus,NA,NA,NA,NA,NA
Strategus quadrifoveatus,NA,NA,NA,NA,NA
Stephanoderes hampei,NA,NA,NA,NA,NA
Dendroctonus terebrans,77172,Dendroctonus,Curculionidae,Coleoptera,Insecta
Sternotomis maculata,NA,NA,NA,NA,NA
Eleodes opacus,NA,NA,NA,NA,NA
Embaphion muricatum,2683084,Embaphion,Tenebrionidae,Coleoptera,Insecta
Stenodontes insularis,NA,NA,NA,NA,NA
Campsomeris tasmaniensis,NA,NA,NA,NA,NA
Campsomeris radula,NA,NA,NA,NA,NA
Catocala ilia,690177,Catocala,Erebidae,Lepidoptera,Insecta
Apotomopterus japonicus,NA,NA,NA,NA,NA
Apotomopterus dehaani,NA,NA,NA,NA,NA
Chironomus tepperi,113505,Chironomus,Chironomidae,Diptera,Insecta
Sitodiplosis mosellana,263140,Sitodiplosis,Cecidomyiidae,Diptera,Insecta
Mycodiplosis sp. ,996607,Mycodiplosis,Cecidomyiidae,Diptera,Insecta
Circulifer tenellus,102981,Neoaliturus,Cicadellidae,Hemiptera,Insecta
Sminthurus viridis,109609,Sminthurus,Sminthuridae,Symphypleona,Collembola
Lycophotia sp.,721905,Lycophotia,Noctuidae,Lepidoptera,Insecta
Rhaphidia ophiopsis,NA,NA,NA,NA,NA
Melangyna novaezealandiae,NA,NA,NA,NA,NA
Ariathisa comma,NA,NA,NA,NA,NA
Liothula omnivorus,NA,NA,NA,NA,NA
Sitobion miscanthi,44668,Sitobion,Aphididae,Hemiptera,Insecta
Orthosia rubescens,214294,Orthosia,Noctuidae,Lepidoptera,Insecta
Dasychira leucophaea,2013211,Dasychira,Erebidae,Lepidoptera,Insecta
Xyloterus domesticus,1220309,Trypodendron,Curculionidae,Coleoptera,Insecta
Anabolia nervosa,446528,Anabolia,Limnephilidae,Trichoptera,Insecta
Diplocheila sp.,177375,Diplocheila,Carabidae,Coleoptera,Insecta
Delia florilega,137477,Delia,Anthomyiidae,Diptera,Insecta
Anocentor nitens,60253,Dermacentor,Ixodidae,Ixodida,Arachnida
Neobellieria citellivora,1150156,Sarcophaga,Sarcophagidae,Diptera,Insecta
Eurygaster sp.,555971,Eurygaster,Scutelleridae,Hemiptera,Insecta
Diabrotica paranaensis,NA,NA,NA,NA,NA
Eriophyes sheldoni,NA,NA,NA,NA,NA
Mononychellus tanajoa,1602343,Mononychellus,Tetranychidae,Trombidiformes,Arachnida
Harpalus sp.,41076,Harpalus,Carabidae,Coleoptera,Insecta
Galerucella sp.,131644,Galerucella,Chrysomelidae,Coleoptera,Insecta
Maecolaspis monrosi,NA,NA,NA,NA,NA
Notonata sp.,NA,NA,NA,NA,NA
Odontota dorsalis,2610281,Odontota,Chrysomelidae,Coleoptera,Insecta
Apion sp.,122733,Apion,Apionidae,Coleoptera,Insecta
Artipes sp.,NA,NA,NA,NA,NA
Brachyderes incanus,201802,Brachyderes,Curculionidae,Coleoptera,Insecta
Anoplognathus sp.,302445,Anoplognathus,Scarabaeidae,Coleoptera,Insecta
Tachyporus sp.,41148,Tachyporus,Staphylinidae,Coleoptera,Insecta
Culex renatoi,1091054,Culex,Culicidae,Diptera,Insecta
Haematobia irritans,7368,Haematobia,Muscidae,Diptera,Insecta
Tetanops myopaeformis,454641,Tetanops,Ulidiidae,Diptera,Insecta
Xylophagus sp.,219493,Xylophagus,Xylophagaidae,Diptera,Insecta
Adelges tsugae,357502,Adelges,Adelgidae,Hemiptera,Insecta
Coquillettidia richiardii,1245328,Coquillettidia,Culicidae,Diptera,Insecta
Aphis glycines,307491,Aphis,Aphididae,Hemiptera,Insecta
Byrsotria fumigata,36947,Byrsotria,Blaberidae,Blattodea,Insecta
Bemisia argentifolii,77855,Bemisia,Aleyrodidae,Hemiptera,Insecta
Spharagemon bolli bolli,NA,NA,NA,NA,NA
Spharagemon collare collare,NA,NA,NA,NA,NA
Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta
Eriosoma lanigerum,133082,Eriosoma,Pemphigidae,Hemiptera,Insecta
Prosapia sp. nr. bicincta,NA,NA,NA,NA,NA
Zulia vilior costarricensis,NA,NA,NA,NA,NA
Gargara sp.,104830,Gargara,Membracidae,Hemiptera,Insecta
Bambusaspis sp.,535999,Bambusaspis,Asterolecaniidae,Hemiptera,Insecta
Eretmocerus californicus,NA,NA,NA,NA,NA
Formica sp.,72766,Formica,Formicidae,Hymenoptera,Insecta
Sirex noctilo,NA,NA,NA,NA,NA
Macrotermes sp.,46572,Macrotermes,Termitidae,Blattodea,Insecta
Scrobipalpuloides absoluta,702717,Tuta,Gelechiidae,Lepidoptera,Insecta
Sitotroga cerealella,347735,Sitotroga,Gelechiidae,Lepidoptera,Insecta
Paraclemensia acerifoliella,101741,Paraclemensia,Incurvariidae,Lepidoptera,Insecta
Dioryctria zimmermani,357110,Dioryctria,Pyralidae,Lepidoptera,Insecta
Austracris guttulosa,909763,Austracris,Acrididae,Orthoptera,Insecta
Aedes hebrideus,569588,Aedes,Culicidae,Diptera,Insecta
Aedes cumminsii,503354,Aedes,Culicidae,Diptera,Insecta
Aedes multifolium,NA,NA,NA,NA,NA
Aedes pseudalbopictus,1245354,Aedes,Culicidae,Diptera,Insecta
Aedes quadrispinatus,NA,NA,NA,NA,NA
Aedes riversi,373849,Aedes,Culicidae,Diptera,Insecta
